tconst,titleType,originalTitle,isAdult,startYear,genres,averageRating,numVotes
tt0111161,movie,The Shawshank Redemption,0,1994,Drama,9.3,2832685
tt0468569,movie,The Dark Knight,0,2008,"Action,Crime,Drama",9.0,2814020
tt1375666,movie,Inception,0,2010,"Action,Adventure,Sci-Fi",8.8,2498225
tt0137523,movie,Fight Club,0,1999,Drama,8.8,2268359
tt0109830,movie,Forrest Gump,0,1994,"Drama,Romance",8.8,2207595
tt0110912,movie,Pulp Fiction,0,1994,"Crime,Drama",8.9,2172371
tt0816692,movie,Interstellar,0,2014,"Adventure,Drama,Sci-Fi",8.7,2028058
tt0133093,movie,The Matrix,0,1999,"Action,Sci-Fi",8.7,2013557
tt0068646,movie,The Godfather,0,1972,"Crime,Drama",9.2,1974293
tt0120737,movie,The Lord of the Rings: The Fellowship of the Ring,0,2001,"Action,Adventure,Drama",8.8,1966705
tt0167260,movie,The Lord of the Rings: The Return of the King,0,2003,"Action,Adventure,Drama",9.0,1939763
tt1345836,movie,The Dark Knight Rises,0,2012,"Action,Drama,Thriller",8.4,1794461
tt0114369,movie,Se7en,0,1995,"Crime,Drama,Mystery",8.6,1758671
tt0167261,movie,The Lord of the Rings: The Two Towers,0,2002,"Action,Adventure,Drama",8.8,1748936
tt1853728,movie,Django Unchained,0,2012,"Drama,Western",8.5,1658347
tt0172495,movie,Gladiator,0,2000,"Action,Adventure,Drama",8.5,1585061
tt0372784,movie,Batman Begins,0,2005,"Action,Crime,Drama",8.2,1550316
tt0361748,movie,Inglourious Basterds,0,2009,"Adventure,Drama,War",8.4,1547060
tt0993846,movie,The Wolf of Wall Street,0,2013,"Biography,Comedy,Crime",8.2,1538025
tt0102926,movie,The Silence of the Lambs,0,1991,"Crime,Drama,Thriller",8.6,1515814
tt0120815,movie,Saving Private Ryan,0,1998,"Drama,War",8.6,1468276
tt0848228,movie,The Avengers,0,2012,"Action,Sci-Fi",8.0,1443218
tt7286456,movie,Joker,0,2019,"Crime,Drama,Thriller",8.4,1432312
tt0076759,movie,Star Wars,0,1977,"Action,Adventure,Fantasy",8.6,1427163
tt0108052,movie,Schindler's List,0,1993,"Biography,Drama,History",9.0,1423389
tt1130884,movie,Shutter Island,0,2010,"Mystery,Thriller",8.2,1417990
tt0482571,movie,The Prestige,0,2006,"Drama,Mystery,Sci-Fi",8.5,1413517
tt0407887,movie,The Departed,0,2006,"Crime,Drama,Thriller",8.5,1396695
tt0120689,movie,The Green Mile,0,1999,"Crime,Drama,Fantasy",8.6,1378659
tt0499549,movie,Avatar,0,2009,"Action,Adventure,Fantasy",7.9,1368397
tt0080684,movie,Star Wars: Episode V - The Empire Strikes Back,0,1980,"Action,Adventure,Fantasy",8.7,1356284
tt0071562,movie,The Godfather Part II,0,1974,"Crime,Drama",9.0,1340010
tt0209144,movie,Memento,0,2000,"Mystery,Thriller",8.4,1300686
tt0088763,movie,Back to the Future,0,1985,"Adventure,Comedy,Sci-Fi",8.5,1280205
tt0120338,movie,Titanic,0,1997,"Drama,Romance",7.9,1257934
tt2015381,movie,Guardians of the Galaxy,0,2014,"Action,Adventure,Comedy",8.0,1254515
tt4154796,movie,Avengers: Endgame,0,2019,"Action,Adventure,Drama",8.4,1233790
tt0099685,movie,Goodfellas,0,1990,"Biography,Crime,Drama",8.7,1231425
tt0110413,movie,Léon,0,1994,"Action,Crime,Drama",8.5,1222878
tt0169547,movie,American Beauty,0,1999,Drama,8.3,1195874
tt0325980,movie,Pirates of the Caribbean: The Curse of the Black Pearl,0,2003,"Action,Adventure,Fantasy",8.1,1187370
tt0910970,movie,WALL·E,0,2008,"Adventure,Animation,Family",8.4,1177619
tt4154756,movie,Avengers: Infinity War,0,2018,"Action,Adventure,Sci-Fi",8.4,1173035
tt0266697,movie,Kill Bill: Vol. 1,0,2003,"Action,Crime,Thriller",8.2,1170935
tt0120586,movie,American History X,0,1998,"Crime,Drama",8.5,1169586
tt0120382,movie,The Truman Show,0,1998,"Comedy,Drama",8.2,1164909
tt0434409,movie,V for Vendetta,0,2005,"Action,Drama,Sci-Fi",8.2,1164699
tt0103064,movie,Terminator 2: Judgment Day,0,1991,"Action,Sci-Fi",8.6,1154084
tt0114814,movie,The Usual Suspects,0,1995,"Crime,Drama,Mystery",8.5,1129235
tt0110357,movie,The Lion King,0,1994,"Adventure,Animation,Drama",8.5,1119687
tt0371746,movie,Iron Man,0,2008,"Action,Adventure,Sci-Fi",7.9,1107674
tt0086190,movie,Star Wars: Episode VI - Return of the Jedi,0,1983,"Action,Adventure,Fantasy",8.3,1103685
tt1049413,movie,Up,0,2009,"Adventure,Animation,Comedy",8.3,1103327
tt1431045,movie,Deadpool,0,2016,"Action,Comedy",8.0,1101294
tt0266543,movie,Finding Nemo,0,2003,"Adventure,Animation,Comedy",8.2,1094565
tt0081505,movie,The Shining,0,1980,"Drama,Horror",8.4,1086098
tt0112573,movie,Braveheart,0,1995,"Biography,Drama,History",8.3,1077336
tt0105236,movie,Reservoir Dogs,0,1992,"Crime,Thriller",8.3,1070330
tt0264464,movie,Catch Me If You Can,0,2002,"Biography,Crime,Drama",8.1,1066360
tt1392190,movie,Mad Max: Fury Road,0,2015,"Action,Adventure,Sci-Fi",8.1,1062995
tt0338013,movie,Eternal Sunshine of the Spotless Mind,0,2004,"Drama,Romance,Sci-Fi",8.3,1057640
tt0073486,movie,One Flew Over the Cuckoo's Nest,0,1975,Drama,8.7,1053902
tt0114709,movie,Toy Story,0,1995,"Adventure,Animation,Comedy",8.3,1049523
tt0107290,movie,Jurassic Park,0,1993,"Action,Adventure,Sci-Fi",8.2,1046522
tt2267998,movie,Gone Girl,0,2014,"Drama,Mystery,Thriller",8.1,1044737
tt0477348,movie,No Country for Old Men,0,2007,"Crime,Drama,Thriller",8.2,1036885
tt0119217,movie,Good Will Hunting,0,1997,"Drama,Romance",8.3,1036466
tt0167404,movie,The Sixth Sense,0,1999,"Drama,Mystery,Thriller",8.2,1034691
tt0082971,movie,Raiders of the Lost Ark,0,1981,"Action,Adventure",8.4,1022217
tt1392170,movie,The Hunger Games,0,2012,"Action,Adventure,Sci-Fi",7.2,982611
tt0268978,movie,A Beautiful Mind,0,2001,"Biography,Drama,Mystery",8.2,972485
tt2488496,movie,Star Wars: Episode VII - The Force Awakens,0,2015,"Action,Adventure,Sci-Fi",7.8,962950
tt0198781,movie,"Monsters, Inc.",0,2001,"Adventure,Animation,Comedy",8.1,960638
tt2582802,movie,Whiplash,0,2014,"Drama,Music",8.5,953522
tt0078748,movie,Alien,0,1979,"Horror,Sci-Fi",8.5,931727
tt1201607,movie,Harry Potter and the Deathly Hallows - Part 2,0,2011,"Adventure,Family,Fantasy",8.1,929197
tt0095016,movie,Die Hard,0,1988,"Action,Thriller",8.2,924950
tt6751668,movie,Gisaengchung,0,2019,"Drama,Thriller",8.5,912157
tt1675434,movie,Intouchables,0,2011,"Biography,Comedy,Drama",8.5,910060
tt0088247,movie,The Terminator,0,1984,"Action,Sci-Fi",8.1,909296
tt2395427,movie,Avengers: Age of Ultron,0,2015,"Action,Adventure,Sci-Fi",7.3,908044
tt3659388,movie,The Martian,0,2015,"Adventure,Drama,Sci-Fi",8.0,904918
tt0075314,movie,Taxi Driver,0,1976,"Crime,Drama",8.2,899444
tt0086250,movie,Scarface,0,1983,"Crime,Drama",8.3,897182
tt0208092,movie,Snatch,0,2000,"Comedy,Crime",8.2,894960
tt0253474,movie,The Pianist,0,2002,"Biography,Drama,Music",8.5,891272
tt0800369,movie,Thor,0,2011,"Action,Fantasy",7.0,888388
tt1300854,movie,Iron Man Three,0,2013,"Action,Adventure,Sci-Fi",7.1,887643
tt1843866,movie,Captain America: The Winter Soldier,0,2014,"Action,Adventure,Sci-Fi",7.8,886911
tt0180093,movie,Requiem for a Dream,0,2000,Drama,8.3,884197
tt0458339,movie,Captain America: The First Avenger,0,2011,"Action,Adventure,Sci-Fi",6.9,883866
tt0435761,movie,Toy Story 3,0,2010,"Adventure,Animation,Comedy",8.3,878509
tt1010048,movie,Slumdog Millionaire,0,2008,"Crime,Drama,Romance",8.0,869622
tt2278388,movie,The Grand Budapest Hotel,0,2014,"Adventure,Comedy,Crime",8.1,869490
tt0066921,movie,A Clockwork Orange,0,1971,"Crime,Sci-Fi",8.3,868071
tt0145487,movie,Spider-Man,0,2002,"Action,Adventure,Sci-Fi",7.4,863151
tt0903624,movie,The Hobbit: An Unexpected Journey,0,2012,"Adventure,Fantasy",7.8,859977
tt1228705,movie,Iron Man 2,0,2010,"Action,Sci-Fi",6.9,855969
tt1663202,movie,The Revenant,0,2015,"Action,Adventure,Drama",8.0,855266
tt1454468,movie,Gravity,0,2013,"Drama,Sci-Fi,Thriller",7.7,853614
tt0416449,movie,300,0,2006,"Action,Drama",7.6,852842
tt10872600,movie,Spider-Man: No Way Home,0,2021,"Action,Adventure,Fantasy",8.2,849946
tt0118715,movie,The Big Lebowski,0,1998,"Comedy,Crime",8.1,847564
tt0120915,movie,Star Wars: Episode I - The Phantom Menace,0,1999,"Action,Adventure,Fantasy",6.5,843070
tt0241527,movie,Harry Potter and the Sorcerer's Stone,0,2001,"Adventure,Family,Fantasy",7.6,838226
tt0246578,movie,Donnie Darko,0,2001,"Drama,Mystery,Sci-Fi",8.0,837650
tt3498820,movie,Captain America: Civil War,0,2016,"Action,Sci-Fi",7.8,835397
tt0121766,movie,Star Wars: Episode III - Revenge of the Sith,0,2005,"Action,Adventure,Fantasy",7.6,831808
tt1119646,movie,The Hangover,0,2009,Comedy,7.7,829723
tt0245429,movie,Sen to Chihiro no kamikakushi,0,2001,"Adventure,Animation,Family",8.6,824611
tt1825683,movie,Black Panther,0,2018,"Action,Adventure,Sci-Fi",7.3,823801
tt7131622,movie,Once Upon a Time in... Hollywood,0,2019,"Comedy,Drama",7.6,815235
tt3315342,movie,Logan,0,2017,"Action,Drama,Sci-Fi",8.1,813751
tt2084970,movie,The Imitation Game,0,2014,"Biography,Drama,Thriller",8.0,811481
tt0947798,movie,Black Swan,0,2010,"Drama,Thriller",8.0,809341
tt0083658,movie,Blade Runner,0,1982,"Action,Drama,Sci-Fi",8.1,809280
tt1205489,movie,Gran Torino,0,2008,Drama,8.1,804902
tt0770828,movie,Man of Steel,0,2013,"Action,Adventure,Sci-Fi",7.1,802640
tt3501632,movie,Thor: Ragnarok,0,2017,"Action,Adventure,Comedy",7.9,801782
tt0382932,movie,Ratatouille,0,2007,"Adventure,Animation,Comedy",8.1,801616
tt0480249,movie,I Am Legend,0,2007,"Action,Drama,Horror",7.2,800060
tt0097576,movie,Indiana Jones and the Last Crusade,0,1989,"Action,Adventure",8.2,799151
tt0060196,movie,"Il buono, il brutto, il cattivo",0,1966,"Adventure,Western",8.8,797774
tt0378194,movie,Kill Bill: Vol. 2,0,2004,"Action,Crime,Thriller",8.0,791949
tt0317705,movie,The Incredibles,0,2004,"Action,Adventure,Animation",8.0,790077
tt1211837,movie,Doctor Strange,0,2016,"Action,Adventure,Fantasy",7.5,789710
tt0317248,movie,Cidade de Deus,0,2002,"Crime,Drama",8.6,789011
tt0401792,movie,Sin City,0,2005,"Crime,Thriller",8.0,788164
tt1392214,movie,Prisoners,0,2013,"Crime,Drama,Mystery",8.1,784965
tt0892769,movie,How to Train Your Dragon,0,2010,"Action,Adventure,Animation",8.1,784623
tt0211915,movie,Le fabuleux destin d'Amélie Poulain,0,2001,"Comedy,Romance",8.3,784465
tt0093058,movie,Full Metal Jacket,0,1987,"Drama,War",8.3,777893
tt2096673,movie,Inside Out,0,2015,"Adventure,Animation,Comedy",8.1,766518
tt0383574,movie,Pirates of the Caribbean: Dead Man's Chest,0,2006,"Action,Adventure,Fantasy",7.4,755000
tt1877830,movie,The Batman,0,2022,"Action,Crime,Drama",7.8,751715
tt8946378,movie,Knives Out,0,2019,"Comedy,Crime,Drama",7.9,751108
tt0090605,movie,Aliens,0,1986,"Action,Adventure,Sci-Fi",8.4,750890
tt2543164,movie,Arrival,0,2016,"Drama,Mystery,Sci-Fi",7.9,747566
tt0121765,movie,Star Wars: Episode II - Attack of the Clones,0,2002,"Action,Adventure,Fantasy",6.6,746624
tt1285016,movie,The Social Network,0,2010,"Biography,Drama",7.8,745592
tt3896198,movie,Guardians of the Galaxy Vol. 2,0,2017,"Action,Adventure,Comedy",7.6,744564
tt2975590,movie,Batman v Superman: Dawn of Justice,0,2016,"Action,Adventure,Sci-Fi",6.5,744520
tt1877832,movie,X-Men: Days of Future Past,0,2014,"Action,Adventure,Sci-Fi",7.9,736746
tt1160419,movie,Dune: Part One,0,2021,"Action,Adventure,Drama",8.0,734820
tt1045658,movie,Silver Linings Playbook,0,2012,"Comedy,Drama,Romance",7.7,734170
tt2024544,movie,12 Years a Slave,0,2013,"Biography,Drama,History",8.1,731355
tt0118799,movie,La vita è bella,0,1997,"Comedy,Drama,Romance",8.6,730568
tt2911666,movie,John Wick,0,2014,"Action,Crime,Thriller",7.4,723160
tt1074638,movie,Skyfall,0,2012,"Action,Adventure,Thriller",7.8,722541
tt1631867,movie,Edge of Tomorrow,0,2014,"Action,Adventure,Sci-Fi",7.9,722156
tt5013056,movie,Dunkirk,0,2017,"Action,Drama,History",7.8,721423
tt0126029,movie,Shrek,0,2001,"Adventure,Animation,Comedy",7.9,719447
tt1270798,movie,X: First Class,0,2011,"Action,Sci-Fi",7.7,715733
tt0117951,movie,Trainspotting,0,1996,Drama,8.1,715631
tt1981115,movie,Thor: The Dark World,0,2013,"Action,Adventure,Fantasy",6.8,715003
tt1386697,movie,Suicide Squad,0,2016,"Action,Adventure,Fantasy",5.9,713761
tt0405159,movie,Million Dollar Baby,0,2004,"Drama,Sport",8.1,713043
tt0116282,movie,Fargo,0,1996,"Crime,Thriller",8.1,711679
tt0478970,movie,Ant-Man,0,2015,"Action,Comedy,Sci-Fi",7.3,710683
tt1136608,movie,District 9,0,2009,"Action,Sci-Fi,Thriller",7.9,708254
tt1951264,movie,The Hunger Games: Catching Fire,0,2013,"Action,Adventure,Sci-Fi",7.5,707401
tt0062622,movie,2001: A Space Odyssey,0,1968,"Adventure,Sci-Fi",8.3,706583
tt0816711,movie,World War Z,0,2013,"Action,Adventure,Horror",7.0,706502
tt2250912,movie,Spider-Man: Homecoming,0,2017,"Action,Adventure,Sci-Fi",7.4,704497
tt2802144,movie,Kingsman: The Secret Service,0,2014,"Action,Adventure,Comedy",7.7,703980
tt0113277,movie,Heat,0,1995,"Action,Crime,Drama",8.3,703264
tt1504320,movie,The King's Speech,0,2010,"Biography,Drama,History",8.0,701452
tt0078788,movie,Apocalypse Now,0,1979,"Drama,Mystery,War",8.4,698878
tt1670345,movie,Now You See Me,0,2013,"Crime,Mystery,Thriller",7.2,695759
tt0457430,movie,El laberinto del fauno,0,2006,"Drama,Fantasy,War",8.2,694546
tt0316654,movie,Spider-Man 2,0,2004,"Action,Adventure,Sci-Fi",7.5,694112
tt1170358,movie,The Hobbit: The Desolation of Smaug,0,2013,"Adventure,Drama,Fantasy",7.8,693655
tt0144084,movie,American Psycho,0,2000,"Crime,Drama,Horror",7.6,691128
tt0780504,movie,Drive,0,2011,"Action,Drama",7.8,691096
tt0948470,movie,The Amazing Spider-Man,0,2012,"Action,Adventure,Sci-Fi",6.9,690955
tt0451279,movie,Wonder Woman,0,2017,"Action,Adventure,Fantasy",7.4,690043
tt0381061,movie,Casino Royale,0,2006,"Action,Adventure,Thriller",8.0,684895
tt0421715,movie,The Curious Case of Benjamin Button,0,2008,"Drama,Fantasy,Romance",7.8,684732
tt0449088,movie,Pirates of the Caribbean: At World's End,0,2007,"Action,Adventure,Fantasy",7.1,682394
tt0295297,movie,Harry Potter and the Chamber of Secrets,0,2002,"Adventure,Family,Fantasy",7.4,677558
tt0304141,movie,Harry Potter and the Prisoner of Azkaban,0,2004,"Adventure,Family,Fantasy",7.9,676694
tt3748528,movie,Rogue One,0,2016,"Action,Adventure,Sci-Fi",7.8,675083
tt5052448,movie,Get Out,0,2017,"Horror,Mystery,Thriller",7.8,674335
tt0369610,movie,Jurassic World,0,2015,"Action,Adventure,Sci-Fi",6.9,670673
tt0107048,movie,Groundhog Day,0,1993,"Comedy,Drama,Fantasy",8.0,670659
tt0330373,movie,Harry Potter and the Goblet of Fire,0,2005,"Adventure,Family,Fantasy",7.7,667311
tt0418279,movie,Transformers,0,2007,"Action,Adventure,Sci-Fi",7.0,667173
tt2527336,movie,Star Wars: Episode VIII - The Last Jedi,0,2017,"Action,Adventure,Fantasy",6.9,662126
tt0988045,movie,Sherlock Holmes,0,2009,"Action,Adventure,Mystery",7.6,660994
tt0454876,movie,Life of Pi,0,2012,"Adventure,Drama,Fantasy",7.9,657875
tt2562232,movie,Birdman or (The Unexpected Virtue of Ignorance),0,2014,"Comedy,Drama",7.7,657665
tt1798709,movie,Her,0,2013,"Drama,Romance,Sci-Fi",8.0,655852
tt8579674,movie,1917,0,2019,"Action,Drama,War",8.2,654714
tt2294629,movie,Frozen,0,2013,"Adventure,Animation,Comedy",7.4,653911
tt0440963,movie,The Bourne Ultimatum,0,2007,"Action,Mystery,Thriller",8.0,652631
tt0758758,movie,Into the Wild,0,2007,"Adventure,Biography,Drama",8.1,648856
tt1745960,movie,Top Gun: Maverick,0,2022,"Action,Drama",8.3,647998
tt0073195,movie,Jaws,0,1975,"Adventure,Mystery,Thriller",8.1,647970
tt4633694,movie,Spider-Man: Into the Spider-Verse,0,2018,"Action,Adventure,Animation",8.4,646506
tt3783958,movie,La La Land,0,2016,"Comedy,Drama,Music",8.0,645659
tt3460252,movie,The Hateful Eight,0,2015,"Crime,Drama,Mystery",7.8,645381
tt1637725,movie,Ted,0,2012,Comedy,6.9,644330
tt0114746,movie,Twelve Monkeys,0,1995,"Mystery,Sci-Fi,Thriller",8.0,639442
tt0120903,movie,X-Men,0,2000,"Action,Adventure,Sci-Fi",7.3,638083
tt1856101,movie,Blade Runner 2049,0,2017,"Action,Drama,Mystery",8.0,637936
tt1446714,movie,Prometheus,0,2012,"Adventure,Mystery,Sci-Fi",7.0,635401
tt1024648,movie,Argo,0,2012,"Biography,Drama,Thriller",7.7,633144
tt0099785,movie,Home Alone,0,1990,"Comedy,Family",7.7,630296
tt0469494,movie,There Will Be Blood,0,2007,Drama,8.2,629506
tt5463162,movie,Deadpool 2,0,2018,"Action,Adventure,Comedy",7.6,627554
tt0162222,movie,Cast Away,0,2000,"Adventure,Drama,Romance",7.8,626881
tt0413300,movie,Spider-Man 3,0,2007,"Action,Adventure,Sci-Fi",6.3,626262
tt0936501,movie,Taken,0,2008,"Action,Crime,Thriller",7.8,625766
tt0234215,movie,The Matrix Reloaded,0,2003,"Action,Sci-Fi",7.2,621534
tt0373889,movie,Harry Potter and the Order of the Phoenix,0,2007,"Action,Adventure,Family",7.5,620046
tt0829482,movie,Superbad,0,2007,Comedy,7.6,619928
tt0364569,movie,Oldeuboi,0,2003,"Action,Drama,Mystery",8.4,619839
tt0075148,movie,Rocky,0,1976,"Drama,Sport",8.1,617158
tt0796366,movie,Star Trek,0,2009,"Action,Adventure,Sci-Fi",7.9,616418
tt1156398,movie,Zombieland,0,2009,"Action,Comedy,Horror",7.6,610518
tt0120363,movie,Toy Story 2,0,1999,"Adventure,Animation,Comedy",7.9,610190
tt0120735,movie,"Lock, Stock and Two Smoking Barrels",0,1998,"Action,Comedy,Crime",8.1,607819
tt0240772,movie,Ocean's Eleven,0,2001,"Crime,Thriller",7.7,607616
tt0119488,movie,L.A. Confidential,0,1997,"Crime,Drama,Mystery",8.2,607588
tt0332280,movie,The Notebook,0,2004,"Drama,Romance",7.8,605811
tt1219289,movie,Limitless,0,2011,"Sci-Fi,Thriller",7.4,603334
tt0119654,movie,Men in Black,0,1997,"Action,Adventure,Comedy",7.3,601488
tt4154664,movie,Captain Marvel,0,2019,"Action,Adventure,Sci-Fi",6.8,599847
tt0116629,movie,Independence Day,0,1996,"Action,Adventure,Sci-Fi",7.0,598492
tt1276104,movie,Looper,0,2012,"Action,Drama,Sci-Fi",7.4,596324
tt1396484,movie,It,0,2017,Horror,7.3,592844
tt3890160,movie,Baby Driver,0,2017,"Action,Crime,Drama",7.5,591624
tt2872718,movie,Nightcrawler,0,2014,"Crime,Drama,Thriller",7.8,591153
tt1232829,movie,21 Jump Street,0,2012,"Action,Comedy,Crime",7.2,588910
tt0926084,movie,Harry Potter and the Deathly Hallows - Part 1,0,2010,"Adventure,Family,Fantasy",7.7,586157
tt1250777,movie,Kick-Ass,0,2010,"Action,Comedy,Crime",7.6,586058
tt0365748,movie,Shaun of the Dead,0,2004,"Comedy,Horror",7.9,585039
tt0443706,movie,Zodiac,0,2007,"Crime,Drama,Mystery",7.7,584402
tt1343092,movie,The Great Gatsby,0,2013,"Drama,Romance",7.2,583926
tt0417741,movie,Harry Potter and the Half-Blood Prince,0,2009,"Action,Adventure,Family",7.6,582645
tt11286314,movie,Don't Look Up,0,2021,"Comedy,Drama,Sci-Fi",7.2,580569
tt2119532,movie,Hacksaw Ridge,0,2016,"Biography,Drama,History",8.1,577758
tt0450259,movie,Blood Diamond,0,2006,"Adventure,Drama,Thriller",8.0,577399
tt1727824,movie,Bohemian Rhapsody,0,2018,"Biography,Drama,Music",7.9,576602
tt0181689,movie,Minority Report,0,2002,"Action,Crime,Mystery",7.6,576486
tt0470752,movie,Ex Machina,0,2014,"Drama,Sci-Fi,Thriller",7.7,575586
tt0409459,movie,Watchmen,0,2009,"Action,Drama,Mystery",7.6,574392
tt1323594,movie,Despicable Me,0,2010,"Adventure,Animation,Comedy",7.6,573844
tt10811166,movie,The Kashmir Files,0,2022,Drama,8.6,572284
tt6723592,movie,Tenet,0,2020,"Action,Sci-Fi,Thriller",7.3,572086
tt6644200,movie,A Quiet Place,0,2018,"Drama,Horror,Sci-Fi",7.5,570063
tt0290334,movie,X2,0,2003,"Action,Sci-Fi,Thriller",7.4,569501
tt2380307,movie,Coco,0,2017,"Adventure,Animation,Drama",8.4,569187
tt0258463,movie,The Bourne Identity,0,2002,"Action,Mystery,Thriller",7.8,568872
tt0343818,movie,"I, Robot",0,2004,"Action,Mystery,Sci-Fi",7.1,567176
tt0096874,movie,Back to the Future Part II,0,1989,"Adventure,Comedy,Sci-Fi",7.8,563250
tt0071853,movie,Monty Python and the Holy Grail,0,1975,"Adventure,Comedy,Fantasy",8.2,563191
tt2310332,movie,The Hobbit: The Battle of the Five Armies,0,2014,"Adventure,Fantasy",7.4,561295
tt0332452,movie,Troy,0,2004,Drama,7.3,561266
tt15398776,movie,Oppenheimer,0,2023,"Biography,Drama,History",8.4,556244
tt1298650,movie,Pirates of the Caribbean: On Stranger Tides,0,2011,"Action,Adventure,Fantasy",6.6,554915
tt0112641,movie,Casino,0,1995,"Crime,Drama",8.2,552926
tt1570728,movie,"Crazy, Stupid, Love.",0,2011,"Comedy,Drama,Romance",7.4,552330
tt1318514,movie,Rise of the Planet of the Apes,0,2011,"Action,Drama,Sci-Fi",7.6,550849
tt0454921,movie,The Pursuit of Happyness,0,2006,"Biography,Drama",8.0,549111
tt1483013,movie,Oblivion,0,2013,"Action,Adventure,Sci-Fi",7.0,546814
tt6966692,movie,Green Book,0,2018,"Biography,Comedy,Drama",8.2,546588
tt1022603,movie,(500) Days of Summer,0,2009,"Comedy,Drama,Romance",7.7,546468
tt1457767,movie,The Conjuring,0,2013,"Horror,Mystery,Thriller",7.5,545090
tt5027774,movie,"Three Billboards Outside Ebbing, Missouri",0,2017,"Comedy,Crime,Drama",8.1,543236
tt0467406,movie,Juno,0,2007,"Comedy,Drama",7.5,543159
tt0945513,movie,Source Code,0,2011,"Action,Drama,Mystery",7.5,542578
tt6320628,movie,Spider-Man: Far from Home,0,2019,"Action,Adventure,Comedy",7.4,540756
tt1659337,movie,The Perks of Being a Wallflower,0,2012,Drama,7.9,539563
tt0095953,movie,Rain Man,0,1988,Drama,8.0,538227
tt4972582,movie,Split,0,2016,"Horror,Thriller",7.3,537194
tt0242653,movie,The Matrix Revolutions,0,2003,"Action,Sci-Fi",6.7,536239
tt0376994,movie,X-Men: The Last Stand,0,2006,"Action,Adventure,Sci-Fi",6.6,534811
tt2948356,movie,Zootopia,0,2016,"Adventure,Animation,Comedy",8.0,534061
tt2713180,movie,Fury,0,2014,"Action,Drama,War",7.6,532262
tt0097165,movie,Dead Poets Society,0,1989,"Comedy,Drama",8.1,530792
tt1872181,movie,The Amazing Spider-Man 2,0,2014,"Action,Adventure,Sci-Fi",6.6,528703
tt0356910,movie,Mr. & Mrs. Smith,0,2005,"Action,Comedy,Crime",6.5,528420
tt0425112,movie,Hot Fuzz,0,2007,"Action,Comedy,Mystery",7.8,528274
tt0087469,movie,Indiana Jones and the Temple of Doom,0,1984,"Action,Adventure",7.5,527448
tt1411697,movie,The Hangover Part II,0,2011,Comedy,6.5,526101
tt1270797,movie,Venom,0,2018,"Action,Adventure,Sci-Fi",6.6,526010
tt2872732,movie,Lucy,0,2014,"Action,Sci-Fi,Thriller",6.4,525711
tt0458525,movie,X-Men Origins: Wolverine,0,2009,"Action,Sci-Fi",6.5,524212
tt1663662,movie,Pacific Rim,0,2013,"Action,Adventure,Sci-Fi",6.9,523318
tt0206634,movie,Children of Men,0,2006,"Action,Drama,Sci-Fi",7.9,522122
tt1229238,movie,Mission: Impossible - Ghost Protocol,0,2011,"Action,Adventure,Thriller",7.4,521680
tt2179136,movie,American Sniper,0,2014,"Action,Biography,Drama",7.3,519702
tt0314331,movie,Love Actually,0,2003,"Comedy,Drama,Romance",7.6,517672
tt0800080,movie,The Incredible Hulk,0,2008,"Action,Adventure,Sci-Fi",6.6,516984
tt0099487,movie,Edward Scissorhands,0,1990,"Drama,Fantasy,Romance",7.9,516064
tt0367594,movie,Charlie and the Chocolate Factory,0,2005,"Adventure,Comedy,Family",6.7,514770
tt0289879,movie,The Butterfly Effect,0,2004,"Drama,Sci-Fi,Thriller",7.6,513980
tt0790636,movie,Dallas Buyers Club,0,2013,"Biography,Drama",7.9,511845
tt0449059,movie,Little Miss Sunshine,0,2006,"Comedy,Drama",7.8,508868
tt0268380,movie,Ice Age,0,2002,"Adventure,Animation,Comedy",7.5,508840
tt1477834,movie,Aquaman,0,2018,"Action,Adventure,Fantasy",6.8,507584
tt0441773,movie,Kung Fu Panda,0,2008,"Action,Adventure,Animation",7.6,505483
tt0448157,movie,Hancock,0,2008,"Action,Comedy,Drama",6.4,505431
tt1979320,movie,Rush,0,2013,"Action,Biography,Drama",8.1,504782
tt3183660,movie,Fantastic Beasts and Where to Find Them,0,2016,"Adventure,Family,Fantasy",7.2,499745
tt4425200,movie,John Wick: Chapter 2,0,2017,"Action,Crime,Thriller",7.4,498862
tt1790864,movie,The Maze Runner,0,2014,"Action,Mystery,Sci-Fi",6.8,498471
tt0119116,movie,The Fifth Element,0,1997,"Action,Adventure,Sci-Fi",7.6,497240
tt1800241,movie,American Hustle,0,2013,"Crime,Drama",7.2,496216
tt6710474,movie,Everything Everywhere All at Once,0,2022,"Action,Adventure,Comedy",7.8,495786
tt0298148,movie,Shrek 2,0,2004,"Adventure,Animation,Comedy",7.3,495021
tt1895587,movie,Spotlight,0,2015,"Biography,Crime,Drama",8.1,494445
tt1408101,movie,Star Trek Into Darkness,0,2013,"Action,Adventure,Sci-Fi",7.7,494110
tt2245084,movie,Big Hero 6,0,2014,"Action,Adventure,Animation",7.8,491713
tt1291584,movie,Warrior,0,2011,"Action,Drama,Sport",8.1,491470
tt1951265,movie,The Hunger Games: Mockingjay - Part 1,0,2014,"Action,Adventure,Sci-Fi",6.6,491078
tt0092099,movie,Top Gun,0,1986,"Action,Drama",6.9,490280
tt1568346,movie,The Girl with the Dragon Tattoo,0,2011,"Crime,Drama,Mystery",7.8,487278
tt0362227,movie,The Terminal,0,2004,"Comedy,Drama,Romance",7.4,486924
