tconst,titleType,originalTitle,isAdult,startYear,genres,averageRating,numVotes,description
tt3661298,movie,Septembers of Shiraz,0,2015,Thriller,6.2,5740,golfer kill woman seduces professional offers opponent psychiatrist
tt0064437,movie,The Honeymoon Killers,0,1970,"Crime,Drama,Romance",7.0,5730,gerald otley wannabe antiques dealer kicked flat failing
tt0069121,movie,Prime Cut,0,1972,"Action,Crime,Drama",6.7,5730,torasan itinerant peddler thrown fathers house twenty years
tt3159564,movie,Benim Dünyam,0,2013,Drama,7.5,5729,cellist gaspard living big house country son three
tt8717446,movie,Blackbird,0,2019,Drama,6.6,5729,experimental retelling story adam eve progresses allegorical depiction
tt0164003,movie,City of Ghosts,0,2002,"Crime,Drama,Thriller",5.9,5726,two unlikely prospector partners share wife california gold
tt11697844,movie,Sheytan vojud nadarad,0,2020,Drama,7.5,5724,polish colonel michael wolodyjowski recently retired monastery recalled
tt1743724,movie,Koi no tsumi,0,2011,"Drama,Horror,Romance",6.8,5723,racecar driver whose life personal professional rapid downfall
tt0112637,movie,Carrington,0,1995,"Biography,Drama,Romance",6.8,5721,us army colonel france tries track escaped sex
tt1992258,movie,Tower Block,0,2012,Thriller,5.9,5720,recently divorced man meets emotionally devastated widow begin
tt0093132,movie,Hachikô monogatari,0,1987,"Biography,Drama,Family",8.0,5717,giessens gymnasium director gottlieb taft hopes ploy make
tt0100602,movie,A Shock to the System,0,1990,"Comedy,Crime,Thriller",6.6,5716,milo boy bored life one day comes home
tt0972558,movie,Obitaemyy ostrov,0,2008,"Action,Adventure,Sci-Fi",5.1,5716,san francisco couple travels france search pablo picasso
tt5510934,movie,Oggatonama,0,2016,Drama,9.0,5716,grant willard sponsors drivers new form race car
tt0414931,movie,Dai si gin,0,2004,"Action,Crime,Drama",6.7,5716,finds smalltime jewish racketeer prison quandary returning old
tt0099581,movie,Flashback,0,1990,"Action,Adventure,Comedy",6.2,5715,wlodek shy man whos afraid mother well wife
tt7797658,movie,Awe!,0,2018,"Drama,Fantasy,Horror",7.6,5715,abraham puerto rican single parent two boys becoming
tt9801736,movie,"Hvítur, hvítur dagur",0,2019,"Drama,Mystery,Thriller",6.6,5714,man wandering volcanic desert forms band murderous cannibals
tt1733105,movie,Bekas,0,2012,"Adventure,Drama",7.5,5713,headstrong young teacher private school edinburgh ignores curriculum
tt1991031,movie,Digging Up the Marrow,0,2014,"Comedy,Horror,Mystery",5.8,5710,lemuel gulliver
tt1999167,movie,Gekijouban Naruto: Buraddo purizun,0,2011,"Action,Animation,Fantasy",7.1,5710,young story ambitious doctor unethical means intend make
tt11651780,movie,Choked,0,2020,Drama,5.7,5709,recentlyescaped bandit forms unlikely alliance two bounty hunters
tt7778680,movie,Photograph,0,2019,"Drama,Romance",6.8,5709,man asserts within life actress believes somehow responsible
tt2797242,movie,Bombay Talkies,0,2013,Drama,6.6,5706,slave revolt british mercenary aids antilles islandcolony gain
tt1560671,movie,Jägarna 2,0,2011,"Mystery,Thriller",6.5,5703,housewife finds pregnant runs town looking freedom reevaluate
tt2113075,movie,The Inevitable Defeat of Mister & Pete,0,2013,Drama,7.5,5703,inspired karl marxs das kapital three men girl
tt0064133,movie,Carry on Camping,0,1969,Comedy,6.6,5701,michael marler successful business man london make way
tt2443822,movie,The Boy,0,2015,"Drama,Horror,Thriller",5.5,5700,strict headmistress runs secluded school wayward girls th
tt0191636,movie,La veuve de Saint-Pierre,0,2000,"Drama,History,Romance",7.2,5700,mij graham whoever said dog mans best friend
tt0106215,movie,Acción mutante,0,1993,"Comedy,Fantasy,Sci-Fi",6.4,5699,state prison riot staged cover escape attempt many
tt0280990,movie,Nid de guêpes,0,2002,"Action,Crime,Thriller",6.7,5699,famous artist becomes obsessed restoring beautiful face badly
tt0102397,movie,"Manta, Manta",0,1991,Comedy,5.7,5698,thomas peggy hitchhikes hamburg munich meets exgirlfriend doesnt
tt0064639,movie,Marooned,0,1969,"Adventure,Drama,Sci-Fi",5.9,5698,spanish conquistador francisco pizarro leads expedition heart inca
tt0091934,movie,Shanghai Surprise,0,1986,"Adventure,Comedy,Crime",3.2,5697,philip ransome northern english boy tenyearsold mute since
tt1846487,movie,Reality,0,2012,"Comedy,Drama",6.8,5693,widow hires exgambler retrieve gold bars sunken river
tt4299300,movie,Mein Blind Date mit dem Leben,0,2017,"Biography,Comedy,Drama",7.1,5692,film early de niro casts new york city
tt3155604,movie,Geograf globus propil,0,2013,"Adventure,Drama,Romance",7.3,5691,foil plan world domination wrestling superheroes el santo
tt5534436,movie,Dhaka Attack,0,2017,"Action,Thriller",7.6,5690,gang satans cruel biker led anchor goes diner
tt0234137,movie,Love & Sex,0,2000,"Comedy,Drama,Romance",6.1,5690,series disjointed mythical tales set first century rome
tt6704898,movie,Elisa y Marcela,0,2019,"Biography,Drama,Romance",6.6,5690,serial killer drains victims blood loose london police
tt0095302,movie,High Hopes,0,1988,"Comedy,Drama",7.4,5687,wwii italy wine producing village hide million bottles
tt0079117,movie,Escape to Athena,0,1979,"Action,Adventure,Comedy",5.6,5685,young couple argue child days global plague wipes
tt0081809,movie,North Sea Hijack,0,1980,"Action,Adventure,Thriller",6.3,5685,incredible often tragic adventures aladdin travels middle east
tt1707391,movie,4:44 Last Day on Earth,0,2011,"Drama,Fantasy,Sci-Fi",4.6,5682,wealthy plantation owner captivated mysterious woman shady past
tt1579592,movie,Kick,0,2009,"Action,Comedy,Crime",7.9,5681,set late film concerns treatment suspect bourgeois elements
tt0445953,movie,Disgrace,0,2008,Drama,6.5,5680,serge venice fortyoldyear old faberg given best advertisement
tt0060214,movie,Carry on Screaming!,0,1966,"Comedy,Horror",6.7,5679,series unexplainable accidents befall people companies responsible developing
tt0284491,movie,Sin noticias de Dios,0,2001,"Crime,Drama",6.4,5676,sartana falsely accused robbing bank must find real
tt0451803,movie,Maine Pyaar Kyun Kiya,0,2005,"Comedy,Drama,Romance",5.6,5676,hayatos peaceful life parents dog brought dramatic terrible
tt0380538,movie,Matando Cabos,0,2004,"Action,Adventure,Comedy",7.4,5675,diamond west africa tycoon kramer hires penniless american
tt0116508,movie,Heaven's Prisoners,0,1996,"Drama,Mystery,Thriller",5.8,5672,living charles dyer sir rex harrison harry leeds
tt1343704,movie,Zeiten ändern Dich,0,2010,"Biography,Drama,Music",3.1,5670,two students neighboring colleges upstate new york swept
tt0070861,movie,V boy idut odni 'stariki',0,1974,"Comedy,Drama,War",8.2,5669,jan marek used study physics together graduation paths
tt1764275,movie,Djúpið,0,2012,"Action,Drama",6.6,5668,prague skopec prouza petrtl three country plasterers working
tt5978724,movie,My Days of Mercy,0,2017,"Drama,Romance",6.5,5667,life times virgil starkwell inept bank robber
tt0071408,movie,Deranged,0,1974,"Drama,Horror,Thriller",6.3,5665,banned decade outspoken criticism postwwii communist regime hungary
tt0107002,movie,Germinal,0,1993,"Drama,Romance",7.1,5661,young london woman studying doctorate british museum spends
tt1039652,movie,La zona,0,2007,"Drama,Thriller",7.0,5660,rich lonely woman frances austen one day invites
tt0283160,movie,Extreme Ops,0,2002,"Action,Adventure,Thriller",4.4,5660,lives disparate group contestants intertwine inhumanely grueling dance
tt1319694,movie,Glorious 39,0,2009,"Drama,History,Mystery",6.4,5659,britain bodies nato paratroopers snatched routine jumps mysterious
tt2418440,movie,Tres bodas de más,0,2013,"Comedy,Romance",6.2,5657,war us air force colonel convinces allies world
tt0337961,movie,Dans ma peau,0,2002,"Drama,Horror",6.2,5656,friends two american college traveling europe near mediterranean
tt5472758,movie,Happy Bhag Jayegi,0,2016,"Comedy,Romance",6.4,5649,film version till death us part tells story
tt2560792,movie,Skybound,0,2017,"Action,Thriller",4.1,5649,tintin travels peru rescue archaeologists old inca curse
tt6613878,movie,Clara,0,2018,"Drama,Sci-Fi",6.7,5646,manager chautauqua walter hale loyal business struggle keep
tt0069822,movie,Breezy,0,1973,"Drama,Romance",7.0,5645,drunken hardnosed us marshal texas ranger help stubborn
tt0109021,movie,8 Seconds,0,1994,"Biography,Drama,Sport",6.6,5645,life work russian composer pyotr ilyich tschaikovsky shown
tt6263618,movie,In den Gängen,0,2018,"Drama,Romance",6.9,5645,sara nun shirley maclaine run mexico saved cowboys
tt0065836,movie,"Hi, Mom!",0,1970,"Comedy,Drama",6.1,5640,filming usa henri françoise meet fall love
tt0258490,movie,Khushi,0,2001,"Drama,Romance",8.1,5640,sickly wifes sudden death asthma attack unscrupulous doctor
tt0780180,movie,"Wer früher stirbt, ist länger tot",0,2006,"Comedy,Drama",7.4,5640,mexican civil war exconfederate soldiers heading new life
tt2469980,movie,Mirchi,0,2013,"Action,Drama",7.3,5639,young woman kills leaving explanation griefstricken pawnbroker husband
tt0067333,movie,Lawman,0,1971,"Adventure,Drama,Western",7.0,5635,cowboy named tuck kirby seeks fame fortune capturing
tt4888834,movie,Ennu Ninte Moideen,0,2015,"Biography,Drama,Romance",8.0,5634,shes young man falls love beautiful woman chased
tt0462477,movie,The Last Hangman,0,2005,"Biography,Crime,Drama",7.4,5631,revolutionary film filmic essay class struggle draws images
tt1418712,movie,Outpost: Black Sun,0,2012,"Action,Horror,Sci-Fi",4.9,5629,medieval love story lots adventures times troubled theres
tt4466490,movie,Sieranevada,0,2016,"Comedy,Drama",7.3,5629,group young british soldiers billeted singapore year dreaming
tt0082353,movie,Eyewitness,0,1981,"Crime,Drama,Mystery",5.9,5628,screwy mexican general troops cross texas recapture alamo
tt2069715,movie,Anadolu Kartallari,0,2011,"Adventure,Drama,Romance",6.2,5628,two brothers monty ted inherit manage live together
tt7345930,movie,Abrahaminte Santhathikal,0,2018,"Action,Crime,Thriller",6.7,5628,tv reporter murdered eavesdropping secret finnishsoviet conference national
tt0365089,movie,Sivi kamion crvene boje,0,2004,"Adventure,Comedy,Romance",7.3,5628,three adolescent war orphans seclude anarchic playful existence
tt0101616,movie,Coolie No. 1,0,1995,"Action,Comedy,Romance",6.6,5626,middle aged banker picks two young free minded
tt8237172,movie,Gundala,0,2019,"Action,Adventure,Drama",6.1,5626,aging widow hides deadly secret anything keep buried
tt3186318,movie,Hellion,0,2014,"Drama,Thriller",6.0,5621,aging group outlaws look one last big score
tt0099429,movie,Dil,0,1990,"Comedy,Drama,Romance",6.6,5620,frank capua rising star race circuit dreams winning
tt0434179,movie,Marebito,0,2004,"Drama,Fantasy,Horror",6.0,5619,psychic researcher assistants investigate series murders beautiful young
tt0075467,movie,Az ötödik pecsét,0,1976,"Drama,War",8.5,5618,running away evil guardian mombi tip runs emerald
tt0097910,movie,Moon 44,0,1990,"Action,Sci-Fi,Thriller",5.0,5617,eccentric professor oscar collins lives completely secluded chaotic
tt1148200,movie,Chain Letter,0,2010,Horror,4.1,5617,gold bullion worth usd billion stolen hijacked train
tt2464018,movie,Minha Mãe é uma Peça: O Filme,0,2013,Comedy,6.8,5617,actor disappearance leading films set worries director andrzej
tt0169299,movie,Terror Firmer,0,1999,"Comedy,Horror",6.1,5615,reaction indigenous community group foreigners guise development assistance
tt0108339,movie,Ticks,0,1993,"Horror,Sci-Fi",5.5,5615,young new mexico looking sons murderer ben kane
tt1656177,movie,Target Number One,0,2020,"Crime,Drama,History",6.2,5614,raped unknown rooftop nineteen yearold girl poppo meets
tt0805576,movie,Mýrin,0,2006,"Crime,Drama,Mystery",6.8,5613,following murder prominent leftist investigator tries uncover truth
tt0172627,movie,Body Shots,0,1999,Drama,4.9,5613,futuristic science fiction comedy features atomic bomb blast
tt0113360,movie,The Hunted,0,1995,"Action,Drama,Thriller",5.9,5613,ludvik jahn expelled communist party university fellow students
tt0086397,movie,The Survivors,0,1983,"Comedy,Crime,Drama",5.8,5613,women planet race sexy angvia another dimension come
tt5538800,movie,¿Qué culpa tiene el niño?,0,2016,"Comedy,Romance",6.6,5606,racial tensions threaten explode black man elected sheriff
tt8535180,movie,Kill Chain,0,2019,"Action,Thriller",5.0,5604,money young philanderer inherits ratty antique chairs decides
tt4652532,movie,The Warriors Gate,0,2016,"Action,Adventure,Comedy",5.4,5604,relative dies professor goes funeral gets job working
tt0365478,movie,Man with the Screaming Brain,0,2005,"Comedy,Fantasy,Sci-Fi",5.4,5602,wealthy playboy son assassinated south american diplomat discovers
tt2429292,movie,Känn ingen sorg,0,2013,"Drama,Music,Romance",6.9,5600,man village goes city find job marry wife
tt3652862,movie,Morris from America,0,2016,"Comedy,Drama,Romance",6.3,5596,movie bohemian alex morrison finished directing first feature
tt2801746,movie,Hawaii,0,2013,"Drama,Romance",7.2,5594,woman seemingly pleasant fellow arthur goes berserk rapes
tt3560148,movie,"Fear, Inc.",0,2016,"Action,Comedy,Horror",5.6,5593,ricky coldblooded us german contract killer serving viet
tt2586120,movie,Le fidèle,0,2017,"Crime,Drama,Romance",6.3,5592,woman murders husband upon return home long absence
tt0415778,movie,End Game,0,2006,"Action,Thriller",5.1,5592,two young english women go cycling tour french
tt1459012,movie,Crime d'amour,0,2010,"Crime,Drama,Mystery",6.5,5592,morris mishkin elderly religious jew new york wife
tt0783767,movie,Angel,0,2007,"Drama,Romance",5.8,5591,angel biker town joins commune hippies near small
tt3781476,movie,Zhuo yao ji,0,2015,"Adventure,Comedy,Fantasy",6.1,5589,woman tracks three men raped helped apache
tt0347449,movie,Luna de Avellaneda,0,2004,"Comedy,Drama,Sport",7.2,5588,without mentioning reason venetian musician enrico invites exwife
tt10763618,movie,Yuyeolui eumagaelbeom,0,2019,"Drama,Romance",7.1,5587,vandana arun meets vacation soon secretly get marriedarun
tt1021004,movie,Yumurta,0,2007,Drama,6.6,5587,chatterjee group calcutta city slickers including welloff asim
tt0099108,movie,Basket Case 2,0,1990,"Comedy,Horror",5.4,5585,fun film stylish costumes gemma heir nottingham dukedom
tt7286966,movie,Money Plane,0,2020,"Comedy,Crime,Thriller",3.2,5585,help smooth talking tomcat family parisian felines set
tt11767484,movie,Shena-ye Parvaneh,0,2020,"Crime,Drama,Mystery",7.4,5584,horror suspense story psychotic maniac literally loves women
tt0061122,movie,The Trouble with Angels,0,1966,"Comedy,Family",7.3,5584,group dwarfs correctional facility erupt anarchy
tt1627924,movie,Mausam,0,2011,"Drama,Romance,War",4.8,5583,hobo accidentally stumbles onto water spring creates profitable
tt0088044,movie,Savage Streets,0,1984,"Action,Crime,Drama",6.2,5582,china man returns track kill men murdered brother
tt0093771,movie,A Prayer for the Dying,0,1987,"Action,Crime,Drama",6.2,5581,asocial enigmatic office clerk refuses work leaving boss
tt6095616,movie,Mr & Mme Adelman,0,2017,"Comedy,Drama,Romance",7.3,5579,white defeat army russian civil war causing massive
tt0084732,movie,Still of the Night,0,1982,"Crime,Drama,Mystery",6.0,5578,survivor sole interplanetary rescue mission searches previous expedition
tt0230169,movie,In the Light of the Moon,0,2000,"Biography,Crime,Drama",5.5,5577,love first sight elderly secretary luzi young unemployed
tt0096046,movie,Scarecrows,0,1988,"Action,Crime,Horror",5.3,5575,three girls come hollywood make big find sex
tt1890373,movie,Kriegerin,0,2011,Drama,6.7,5574,bigfoot kidnaps women bikers decide go rescue mission
tt4557956,movie,Crash Pad,0,2017,Comedy,5.8,5573,sexcrazed nympho helps speed along fathers death use
tt4080768,movie,La belle saison,0,2015,"Drama,Romance",6.7,5573,barber baker murderous equally psychopathic friend hatch plan
tt0097106,movie,Conte de printemps,0,1990,"Comedy,Drama,Romance",7.1,5573,psychologicallydisturbed matriarch presides damaged family bankrobbing misfits
tt0078916,movie,Buio Omega,0,1979,Horror,6.2,5573,young thomas awkward us coast guard ensign garland
tt0103125,movie,True Colors,0,1991,Drama,6.3,5573,family new vampires takes estate known carfax abbey
tt5253282,movie,The Bachelors,0,2017,"Comedy,Drama,Romance",6.8,5572,shes lucia lane english writer way us arrives
tt0110064,movie,House Party 3,0,1994,"Comedy,Music,Romance",4.6,5571,marseilles france two small time crooks work local
tt0077321,movie,The Cheap Detective,0,1978,"Comedy,Crime,Mystery",6.4,5571,saving infant royal blood knight brancaleone forms new
tt0472268,movie,The Flying Scotsman,0,2006,"Drama,Sport",7.0,5570,austria witchhunters apprentice doubts righteousness witchhunting witnesses brutality
tt8265928,movie,Mon inconnue,0,2019,"Comedy,Drama,Fantasy",6.9,5570,introverted loner living bowels astrodome plots develop aid
tt0322659,movie,Northfork,0,2003,"Drama,Fantasy",6.2,5568,witnessing brutal massacre legendary hero sartana ready investigating
tt0089994,movie,Follow That Bird,0,1985,"Adventure,Comedy,Family",6.7,5567,meets sartana bounty hunter gunfighter witnesses robbery shipment
tt0070915,movie,White Lightning,0,1973,"Action,Crime,Drama",6.4,5566,cc gang motorcycle mechanic ryder joins heads outlaw
tt0119239,movie,Gupt: The Hidden Truth,0,1997,"Action,Crime,Mystery",7.3,5563,marina car boyfriend argument trip france driving among
tt0092550,movie,L'ami de mon amie,0,1987,"Comedy,Drama,Romance",7.5,5563,strikes upset italy califfas husband killed becomes passionate
tt5795086,movie,Gemini,0,2017,"Crime,Drama,Mystery",5.4,5562,bodies streets big city full dead people seem
tt9806336,movie,Betonrausch,0,2020,"Comedy,Drama",6.0,5562,mexican rebel steals cannons american army general pershing
tt0102898,movie,Shakes the Clown,0,1991,"Comedy,Crime,Drama",5.6,5561,bliss wedded computer dating agency aims bring together
tt0086961,movie,Bez konca,0,1985,"Drama,Romance",7.4,5561,lady evelyn bagley mounts expedition find longlost baby
tt0082200,movie,Continental Divide,0,1981,"Comedy,Romance",6.2,5560,man trying desperately certified insane world war ii
tt0314524,movie,Populärmusik från Vittula,0,2004,"Comedy,Drama",6.5,5560,leaving prison master thief corey crosses paths notorious
tt0085385,movie,Curtains,0,1983,"Horror,Mystery,Thriller",5.6,5558,aging cowboy finds embarrassment successful business inherited brother
tt6032328,movie,Finding Steve McQueen,0,2019,"Crime,Drama",6.2,5558,cattle baron john chisum joins forces billy kid
tt0227194,movie,One 2 Ka 4,0,2001,"Action,Crime,Drama",5.5,5558,sexchange operation changed george christine denmark
tt0078158,movie,Return from Witch Mountain,0,1978,"Adventure,Family,Fantasy",5.7,5558,man young lost memory escapes prison three convicts
tt0444781,movie,Deewane Huye Paagal,0,2005,"Action,Comedy,Drama",5.5,5557,island small group people come relax soon find
tt0445760,movie,Tian bian yi duo yun,0,2005,"Comedy,Drama,Musical",6.5,5556,towns sole blacksmith vows leave stood mailorder bride
tt0402249,movie,The Dark Hours,0,2005,"Horror,Thriller",6.0,5555,medfield college accident donated computer gives dexter riley
tt2088950,movie,This Is Your Death,0,2017,"Drama,Thriller",5.6,5555,one family goes british estate hear reading murdered
tt9026524,movie,Bliss,0,2019,"Drama,Horror,Mystery",5.9,5555,count dracula grayhaired vampire regains youth dining blood
tt0103976,movie,City of Joy,0,1992,Drama,6.5,5551,el condor fabled mexican stronghold rumoured contain emperor
tt1176252,movie,Hunger,0,2009,"Action,Crime,Horror",5.2,5550,naive couple leave small town success londons adult
tt3311988,movie,The Confines,0,2015,"Horror,Mystery,Thriller",4.8,5548,two harlem cops investigate robbery believing reverend staged
tt1189383,movie,Maskeli Besler: Kibris,0,2008,Comedy,3.1,5548,controversial tragicomedy brothers obsessive love sister left husband
tt7807026,movie,Tu hijo,0,2018,Drama,6.1,5545,enemy order foil aliens cleopatra plan three people
tt0124207,movie,Vor,0,1997,"Crime,Drama",7.6,5544,oliver cromwell longer tolerate king charles policies selfinterest
tt0064916,movie,Ehi amico... c'è Sabata. Hai chiuso!,0,1969,"Action,Drama,Western",6.7,5544,mother daughter hatch scheme murder familys domineering sadistic
tt1951166,movie,Le capital,0,2012,Drama,6.5,5543,magistrate england cruel witchhunting often tortures innocent villagers
tt0080603,movie,Death Ship,0,1980,"Adventure,Horror,Mystery",4.8,5541,two criminal gangs ruthlessly fighting million dollar check
tt0242252,movie,The Affair of the Necklace,0,2001,"Drama,History,Romance",6.0,5540,vampire mother siblings discover father chained cellar bites
tt8618118,movie,Plagi Breslau,0,2018,"Action,Crime,Mystery",6.0,5539,leader biker gang takes exception artist sketching makes
tt3567666,movie,Stratton,0,2017,"Action,Adventure,Thriller",4.8,5537,mcgee professional beach bum knight errant travis goes
tt0115994,movie,Curdled,0,1996,"Comedy,Crime,Thriller",5.9,5537,set world war movie cute spin mata hari
tt2586118,movie,D'Ardennen,0,2015,"Crime,Drama,Thriller",6.7,5537,two bickering neighboring families hirsekorns buntjes take separate
tt0097662,movie,Kill Me Again,0,1989,"Action,Crime,Drama",6.3,5533,adaptation nine stories boccaccios decameron
tt0976026,movie,Cheeni Kum,0,2007,"Comedy,Drama,Romance",6.8,5530,housewife abusive husband affair writer
tt1288376,movie,Die Fremde,0,2010,Drama,7.5,5530,play group filmed stageplay based ancient greek bacchae
tt3511596,movie,Close Range,0,2015,"Action,Crime,Thriller",5.1,5528,various tales lives tokyo slum dwellers including mentally
tt0065492,movie,Brewster McCloud,0,1970,"Comedy,Crime,Fantasy",6.9,5525,antoine doinel works dying flowers courtyard outside apartment
tt1054122,movie,Goemon,0,2009,"Action,Drama,History",6.6,5524,corrupt young man somehow keeps youthful beauty eternally
tt0111835,movie,Zhong Nan Hai bao biao,0,1994,"Action,Crime,Thriller",6.4,5523,dracula kills another innocent victim dr seward decides
tt0100339,movie,Kidô keisatsu patorebâ: Gekijô-ban,0,1989,"Action,Animation,Crime",7.0,5521,threeway love affair rome early seventies
tt0305568,movie,Fanfan la Tulipe,0,2003,"Adventure,Comedy,Romance",5.7,5521,group village children decide secretly renovate old mill
tt0086605,movie,Qi mou miao ji: Wu fu xing,0,1983,"Action,Comedy,Crime",6.6,5521,whateley wilbur travels arkham miskatonic university borrow legendary
tt0074235,movie,Bound for Glory,0,1976,"Biography,Drama,Music",7.2,5521,two gentlemen fortune times imperial russia looking uncountable
tt1373120,movie,Ddongpari,0,2008,"Crime,Drama",7.5,5520,estate wife retired professor returned live beautiful young
tt6744044,movie,Candy Jar,0,2018,"Comedy,Drama,Romance",5.8,5520,wife financially struggling businessman blackmailed mysterious man sadistic
tt0061132,movie,Uccellacci e uccellini,0,1966,"Comedy,Drama,Fantasy",7.2,5518,housemaid georgette girardot loves gossip causes major trouble
tt7690638,movie,Soorma,0,2018,"Biography,Drama,Sport",7.3,5516,one guests villa killed hosts incest decapitations cyanide
tt1565064,movie,In Montauk,0,2012,"Drama,Romance",5.9,5515,sloane handsome sexy completely amoral young man joins
tt0203408,movie,The Omega Code,0,1999,"Action,Adventure,Fantasy",3.5,5515,young based ivan turgeyevs novella erste liebe two
tt4074928,movie,Realive,0,2016,"Drama,Sci-Fi",5.9,5515,teddy working advertising agency come campaign frozen porridge
tt0117093,movie,Mother Night,0,1996,"Drama,Romance,War",7.1,5514,agent british intelligence must track fellow spy suspected
tt4392770,movie,Always Shine,0,2016,"Drama,Horror,Mystery",5.6,5511,two escapees run wilderness unspecified country wherever go
tt0096336,movie,Une affaire de femmes,0,1988,"Drama,History,Romance",7.5,5511,former civil war soldier returns take revenge yaqui
tt0456123,movie,Dikkenek,0,2006,Comedy,6.8,5509,comedy based plight modern native americans living reservations
tt0089265,movie,The Heavenly Kid,0,1985,"Comedy,Fantasy,Romance",6.3,5507,ring nazis florida possession body adolf hitler plan
tt0077714,movie,I Wanna Hold Your Hand,0,1978,"Comedy,Music,Romance",6.8,5504,baron frankenstein aid young doctor fiance kidnaps mentally
tt1280567,movie,Última Parada 174,0,2008,"Crime,Drama,Thriller",7.1,5504,couple castle young honeymooning stop night ancient unbeknownst
tt0094910,movie,The Couch Trip,0,1988,Comedy,5.8,5502,statue giant monster ancient moved display expo vaguely
tt0101301,movie,All I Want for Christmas,0,1991,"Comedy,Family,Romance",5.9,5501,one games four marathon runners england us czechoslovakian
tt0119572,movie,Love Jones,0,1997,"Drama,Romance",7.3,5500,gas let loose upon world kills anyone years
tt6214084,movie,Ise Yarar Bir Sey,0,2017,Drama,7.6,5499,newspaper reporter retired blind journalist try solve series
tt0167752,movie,The 4th Floor,0,1999,"Mystery,Thriller",5.8,5499,american actress inherits castle transylvania doesnt know ancestor
tt1235187,movie,Where Hands Touch,0,2018,"Drama,Romance,War",6.6,5498,entire squad gendarmes sainttropez retired power could stop
tt0085482,movie,El Norte,0,1983,"Adventure,Drama",7.7,5498,lakeside summer holiday conflicted older man dared flirt
tt0494277,movie,Strictly Sexual,0,2008,"Comedy,Drama,Romance",6.2,5498,vietnam vet former social radical conflicted desire become
tt0188863,movie,Love Stinks,0,1999,Comedy,5.7,5498,space probe infiltrated alien beings crashes remote pacific
tt8186318,movie,Overcomer,0,2019,"Drama,Family,Sport",6.6,5496,nova scotia toronto two friends leave picturesque yet
tt4072326,movie,Ali and Nino,0,2016,"Drama,Romance,War",6.8,5495,unnaturally close jetsetting twins become enmeshed swinging london
tt0093091,movie,Ghoulies II,0,1987,"Comedy,Horror",4.6,5494,wideeyed nineteen year old christine adams decides whim
tt0068817,movie,Kozure Ôkami: Shinikazeni mukau ubaguruma,0,1972,"Action,Drama",7.5,5490,white black champion boxer female companion struggle survive
tt3881680,movie,Waffle Street,0,2015,"Comedy,Drama",6.2,5487,school black allblack inner city become integrated dozen
tt0340376,movie,The Statement,0,2003,"Drama,Thriller",6.2,5484,intertwined lives two kindred souls ambition begins captain
tt1906329,movie,As Cool as I Am,0,2013,"Comedy,Drama",5.8,5484,american commander serving british royal navy assigned blockade
tt4264426,movie,Bite,0,2015,Horror,4.9,5482,government agent tries break neofascist group california
tt0091113,movie,Ginger e Fred,0,1986,"Comedy,Drama",7.2,5482,hercules sent earth finds true love starts promising
tt1774591,movie,Teenage Cocktail,0,2016,"Drama,Thriller",5.8,5481,engineers wife returns home lost teenager man posing
tt8380776,movie,Grand Isle,0,2019,Thriller,4.7,5481,die aus nachricht von der rückkehr dandys den
tt1273207,movie,Deadheads,0,2011,"Adventure,Comedy,Horror",5.3,5480,vietnam vet moves apartment views peoples windows across
tt1528813,movie,The Penitent Man,0,2010,"Drama,Sci-Fi",5.7,5480,group rome manager female dance cousin leads tour
tt3283804,movie,Tamam miyiz?,0,2013,Drama,7.0,5479,sabotage mission sole surviving us paratrooper saved group
tt0073756,movie,Gekitotsu! Satsujin ken,0,1974,"Action,Crime,Thriller",6.9,5475,scientist victor frankenstein builds man spare body parts
tt6791730,movie,Tumhari Sulu,0,2017,"Comedy,Drama",7.0,5474,near future intergalactic vampire plague threatening earth expedition
tt3922816,movie,The Daughter,0,2015,Drama,6.6,5474,anthology four horror stories revolving around mysterious rental
tt1365474,movie,Komt een vrouw bij de dokter,0,2009,"Drama,Romance",6.8,5469,vampire barnabas collins accidentally released centurieslong confinement familys
tt0068687,movie,The Heartbreak Kid,0,1972,"Comedy,Drama,Romance",7.0,5467,choose new lieutenant cavalry send riding night must
tt0088103,movie,Sheena,0,1984,"Adventure,Fantasy",4.9,5466,death common friend three married men leave lives
tt7296862,movie,SPF-18,0,2017,"Drama,Romance,Sport",3.3,5463,henry tawes sheriff small town tennessee man strong
tt0064165,movie,Les choses de la vie,0,1970,"Drama,Romance",7.5,5461,adventurers search world war ii gold philippines
tt5735280,movie,It Stains the Sands Red,0,2016,"Drama,Horror,Sci-Fi",5.5,5460,group friends search young english oxford student disappeared
tt0259060,movie,La tour Montparnasse infernale,0,2001,Comedy,5.7,5457,chief detectives homicide section kills mistress deliberately leaves
tt0066227,movie,Pippi Långstrump på de sju haven,0,1970,"Adventure,Comedy,Drama",6.8,5456,casino coast paroled armed robber son plan las
tt0067483,movie,Nicholas and Alexandra,0,1971,"Biography,Drama,History",7.2,5456,beautiful young woman travels remote estate seek employment
tt0439884,movie,Tian xia wu zei,0,2004,"Action,Crime,Drama",7.2,5454,adventures unlucky polish soldier franek dolas world war
tt2635622,movie,The Attacks of 26/11,0,2013,"Action,Crime,Drama",6.9,5454,greedy relatives amnesic paralytic years old millionaire try
tt0366450,movie,Five Children and It,0,2004,"Adventure,Family,Fantasy",5.5,5451,bill joe two men wealthy conservative farright factory
